year,geo_name,geo,total_reimbursements_b
2013,"Jones County","05000US48253",9751.0
2010,"Jones County","05000US48253",9757.0
2011,"Jones County","05000US48253",10215.0
2013,"Karnes County","05000US48255",10075.0
2014,"Karnes County","05000US48255",10585.0
2011,"Karnes County","05000US48255",10670.0
2012,"Karnes County","05000US48255",10829.0
2010,"Karnes County","05000US48255",10538.0
2013,"Kaufman County, TX","05000US48257",11115.0
2012,"Kaufman County, TX","05000US48257",11781.0
2011,"Kaufman County, TX","05000US48257",11419.0
2014,"Kaufman County, TX","05000US48257",10893.0
2010,"Kaufman County, TX","05000US48257",11649.0
2013,"Kendall County","05000US48259",9129.0
2010,"Kendall County","05000US48259",9778.0
2011,"Kendall County","05000US48259",9072.0
2012,"Kendall County","05000US48259",8999.0
2014,"Kendall County","05000US48259",9147.0
2014,"Kenedy County","05000US48261",15237.0
2011,"Kenedy County","05000US48261",17166.0
2012,"Kenedy County","05000US48261",28231.0
2013,"Kenedy County","05000US48261",17596.0
2011,"Kent County","05000US48263",10138.0
2014,"Kent County","05000US48263",13741.0
2013,"Kent County","05000US48263",10402.0
2012,"Kent County","05000US48263",10638.0
2010,"Kent County","05000US48263",8184.0
2010,"Kerr County","05000US48265",8821.0
2014,"Kerr County","05000US48265",8598.0
2011,"Kerr County","05000US48265",8981.0
2013,"Kerr County","05000US48265",8655.0
2012,"Kerr County","05000US48265",8803.0
2011,"Kimble County","05000US48267",9644.0
2010,"Kimble County","05000US48267",8762.0
2014,"Kimble County","05000US48267",10069.0
2013,"Kimble County","05000US48267",9637.0
2012,"Kimble County","05000US48267",8827.0
2012,"King County","05000US48269",8734.0
2014,"King County","05000US48269",7054.0
2013,"King County","05000US48269",7464.0
2011,"King County","05000US48269",7330.0
2010,"Kinney County","05000US48271",8260.0
2011,"Kinney County","05000US48271",7395.0
2013,"Kinney County","05000US48271",7760.0
2014,"Kinney County","05000US48271",7567.0
2012,"Kinney County","05000US48271",10363.0
2013,"Kleberg County","05000US48273",11867.0
2014,"Kleberg County","05000US48273",11182.0
2012,"Kleberg County","05000US48273",12171.0
2010,"Kleberg County","05000US48273",12126.0
2011,"Kleberg County","05000US48273",12099.0
2011,"Knox County","05000US48275",9929.0
2014,"Knox County","05000US48275",12139.0
2013,"Knox County","05000US48275",10688.0
2010,"Knox County","05000US48275",10601.0
2012,"Knox County","05000US48275",10602.0
2014,"Lamar County","05000US48277",11134.0
2012,"Lamar County","05000US48277",11480.0
2010,"Lamar County","05000US48277",11172.0
2011,"Lamar County","05000US48277",11312.0
2013,"Lamar County","05000US48277",10962.0
2011,"Lamb County","05000US48279",9905.0
2010,"Lamb County","05000US48279",10358.0
2012,"Lamb County","05000US48279",9739.0
2013,"Lamb County","05000US48279",9895.0
2014,"Lamb County","05000US48279",8997.0
2011,"Lampasas County","05000US48281",10711.0
2014,"Lampasas County","05000US48281",9974.0
2010,"Lampasas County","05000US48281",10732.0
2012,"Lampasas County","05000US48281",10905.0
2013,"Lampasas County","05000US48281",10551.0
2011,"La Salle County","05000US48283",11748.0
2012,"La Salle County","05000US48283",11803.0
2010,"La Salle County","05000US48283",12424.0
2013,"La Salle County","05000US48283",10326.0
2014,"La Salle County","05000US48283",12053.0
2011,"Lavaca County","05000US48285",12007.0
2012,"Lavaca County","05000US48285",12082.0
2014,"Lavaca County","05000US48285",11428.0
2013,"Lavaca County","05000US48285",11362.0
2010,"Lavaca County","05000US48285",10783.0
2012,"Lee County","05000US48287",10146.0
2011,"Lee County","05000US48287",10376.0
2013,"Lee County","05000US48287",9802.0
2014,"Lee County","05000US48287",10713.0
2010,"Lee County","05000US48287",9764.0
2012,"Leon County","05000US48289",9892.0
2014,"Leon County","05000US48289",10267.0
2013,"Leon County","05000US48289",9606.0
2010,"Leon County","05000US48289",9310.0
2011,"Leon County","05000US48289",9743.0
2013,"Liberty County","05000US48291",13284.0
2011,"Liberty County","05000US48291",12931.0
2010,"Liberty County","05000US48291",13299.0
2012,"Liberty County","05000US48291",13392.0
2014,"Liberty County","05000US48291",12552.0
2011,"Limestone County","05000US48293",10862.0
2014,"Limestone County","05000US48293",11122.0
2012,"Limestone County","05000US48293",10432.0
2010,"Limestone County","05000US48293",11081.0
2013,"Limestone County","05000US48293",11014.0
2011,"Lipscomb County","05000US48295",9894.0
2013,"Lipscomb County","05000US48295",9654.0
2010,"Lipscomb County","05000US48295",7917.0
2014,"Lipscomb County","05000US48295",8501.0
2012,"Lipscomb County","05000US48295",9614.0
2010,"Live Oak County","05000US48297",9930.0
2011,"Live Oak County","05000US48297",11454.0
2012,"Live Oak County","05000US48297",10464.0
2013,"Live Oak County","05000US48297",11777.0
2014,"Live Oak County","05000US48297",11524.0
2010,"Llano County","05000US48299",9154.0
2011,"Llano County","05000US48299",8827.0
2012,"Llano County","05000US48299",9120.0
2013,"Llano County","05000US48299",8706.0
2014,"Llano County","05000US48299",9229.0
2014,"Loving County","05000US48301",None
2011,"Lubbock County, TX","05000US48303",11890.0
2010,"Lubbock County, TX","05000US48303",11794.0
2014,"Lubbock County, TX","05000US48303",10880.0
2012,"Lubbock County, TX","05000US48303",11725.0
2013,"Lubbock County, TX","05000US48303",11053.0
2014,"Lynn County","05000US48305",11194.0
2012,"Lynn County","05000US48305",11761.0
2011,"Lynn County","05000US48305",13013.0
2010,"Lynn County","05000US48305",14801.0
2013,"Lynn County","05000US48305",11822.0
2014,"McCulloch County","05000US48307",9958.0
2010,"McCulloch County","05000US48307",10540.0
2011,"McCulloch County","05000US48307",9827.0
2012,"McCulloch County","05000US48307",9434.0
2013,"McCulloch County","05000US48307",10300.0
2013,"McLennan County, TX","05000US48309",9015.0
2012,"McLennan County, TX","05000US48309",9227.0
2011,"McLennan County, TX","05000US48309",8880.0
2014,"McLennan County, TX","05000US48309",8966.0
2010,"McLennan County, TX","05000US48309",8744.0
2014,"McMullen County","05000US48311",10808.0
2010,"McMullen County","05000US48311",8664.0
2012,"McMullen County","05000US48311",6849.0
2013,"McMullen County","05000US48311",9329.0
2011,"McMullen County","05000US48311",9825.0
2014,"Madison County","05000US48313",11724.0
2010,"Madison County","05000US48313",11437.0
2012,"Madison County","05000US48313",10849.0
2013,"Madison County","05000US48313",11420.0
2011,"Madison County","05000US48313",12289.0
2012,"Marion County","05000US48315",10002.0
2014,"Marion County","05000US48315",11205.0
2010,"Marion County","05000US48315",11164.0
2013,"Marion County","05000US48315",11186.0
2011,"Marion County","05000US48315",11385.0
2012,"Martin County","05000US48317",9456.0
2011,"Martin County","05000US48317",10281.0
2014,"Martin County","05000US48317",11380.0
2013,"Martin County","05000US48317",10088.0
2010,"Martin County","05000US48317",10885.0
2010,"Mason County","05000US48319",8309.0
2011,"Mason County","05000US48319",8771.0
2014,"Mason County","05000US48319",7813.0
2012,"Mason County","05000US48319",9134.0
2013,"Mason County","05000US48319",8677.0
2014,"Matagorda County","05000US48321",11589.0
2012,"Matagorda County","05000US48321",12273.0
2013,"Matagorda County","05000US48321",11773.0
2011,"Matagorda County","05000US48321",11591.0
2010,"Matagorda County","05000US48321",11564.0
2011,"Maverick County","05000US48323",12112.0
2013,"Maverick County","05000US48323",11933.0
2012,"Maverick County","05000US48323",11873.0
2010,"Maverick County","05000US48323",11995.0
2014,"Maverick County","05000US48323",11818.0
2010,"Medina County","05000US48325",11089.0
2012,"Medina County","05000US48325",10584.0
2013,"Medina County","05000US48325",10834.0
2011,"Medina County","05000US48325",10384.0
2014,"Medina County","05000US48325",10944.0
2012,"Menard County","05000US48327",8990.0
2014,"Menard County","05000US48327",9624.0
2013,"Menard County","05000US48327",8606.0
2011,"Menard County","05000US48327",7532.0
2010,"Menard County","05000US48327",8722.0
2014,"Midland County, TX","05000US48329",8903.0
2011,"Midland County, TX","05000US48329",9310.0
2010,"Midland County, TX","05000US48329",9169.0
2013,"Midland County, TX","05000US48329",9139.0
2012,"Midland County, TX","05000US48329",9117.0
2011,"Milam County","05000US48331",11322.0
2013,"Milam County","05000US48331",10975.0
2010,"Milam County","05000US48331",11843.0
2012,"Milam County","05000US48331",11864.0
2014,"Milam County","05000US48331",11383.0
2010,"Mills County","05000US48333",9604.0
2012,"Mills County","05000US48333",10341.0
2014,"Mills County","05000US48333",9171.0
2013,"Mills County","05000US48333",8722.0
2011,"Mills County","05000US48333",9620.0
2013,"Mitchell County","05000US48335",10898.0
2014,"Mitchell County","05000US48335",11594.0
2010,"Mitchell County","05000US48335",12150.0
2011,"Mitchell County","05000US48335",11237.0
2012,"Mitchell County","05000US48335",10641.0
2013,"Montague County","05000US48337",10658.0
2010,"Montague County","05000US48337",10732.0
2014,"Montague County","05000US48337",11179.0
2012,"Montague County","05000US48337",10325.0
2011,"Montague County","05000US48337",10726.0
2013,"Montgomery County, TX","05000US48339",11659.0
2011,"Montgomery County, TX","05000US48339",12129.0
2010,"Montgomery County, TX","05000US48339",11957.0
2014,"Montgomery County, TX","05000US48339",11786.0
2012,"Montgomery County, TX","05000US48339",11649.0
2011,"Moore County","05000US48341",9604.0
2013,"Moore County","05000US48341",8596.0
2012,"Moore County","05000US48341",9843.0
2014,"Moore County","05000US48341",10079.0
2010,"Moore County","05000US48341",9362.0
2013,"Morris County","05000US48343",10672.0
2014,"Morris County","05000US48343",11259.0
2011,"Morris County","05000US48343",10821.0
2010,"Morris County","05000US48343",10920.0
2012,"Morris County","05000US48343",11623.0
2011,"Motley County","05000US48345",10956.0
2013,"Motley County","05000US48345",10684.0
2014,"Motley County","05000US48345",9956.0
2010,"Motley County","05000US48345",11478.0
2012,"Motley County","05000US48345",10880.0
2014,"Nacogdoches County","05000US48347",11492.0
2013,"Nacogdoches County","05000US48347",10895.0
2010,"Nacogdoches County","05000US48347",11628.0
2011,"Nacogdoches County","05000US48347",11763.0
2012,"Nacogdoches County","05000US48347",11089.0
2013,"Navarro County","05000US48349",9646.0
2014,"Navarro County","05000US48349",10443.0
2011,"Navarro County","05000US48349",10190.0
2010,"Navarro County","05000US48349",10631.0
2012,"Navarro County","05000US48349",10310.0
2012,"Newton County","05000US48351",11972.0
2011,"Newton County","05000US48351",11817.0
2014,"Newton County","05000US48351",11330.0
2010,"Newton County","05000US48351",11181.0
2013,"Newton County","05000US48351",11728.0
2014,"Nolan County","05000US48353",10956.0
2011,"Nolan County","05000US48353",10240.0
2010,"Nolan County","05000US48353",10215.0
2013,"Nolan County","05000US48353",10429.0
2012,"Nolan County","05000US48353",10248.0
2013,"Nueces County, TX","05000US48355",10907.0
2012,"Nueces County, TX","05000US48355",11475.0
2011,"Nueces County, TX","05000US48355",11594.0
2010,"Nueces County, TX","05000US48355",11611.0
2014,"Nueces County, TX","05000US48355",11001.0
2013,"Ochiltree County","05000US48357",10120.0
2011,"Ochiltree County","05000US48357",10083.0
2012,"Ochiltree County","05000US48357",9996.0
2014,"Ochiltree County","05000US48357",9345.0
2010,"Ochiltree County","05000US48357",9594.0
2011,"Oldham County","05000US48359",10108.0
2013,"Oldham County","05000US48359",7916.0
2014,"Oldham County","05000US48359",9844.0
2010,"Oldham County","05000US48359",7960.0
2012,"Oldham County","05000US48359",9960.0
2012,"Orange County","05000US48361",11819.0
2010,"Orange County","05000US48361",11647.0
2013,"Orange County","05000US48361",11846.0
2011,"Orange County","05000US48361",11483.0
2014,"Orange County","05000US48361",11844.0
2014,"Palo Pinto County","05000US48363",11726.0
2010,"Palo Pinto County","05000US48363",11227.0
2013,"Palo Pinto County","05000US48363",11294.0
2012,"Palo Pinto County","05000US48363",11035.0
2011,"Palo Pinto County","05000US48363",11025.0
2011,"Panola County","05000US48365",11672.0
2012,"Panola County","05000US48365",11546.0
2010,"Panola County","05000US48365",11598.0
2013,"Panola County","05000US48365",10820.0
2014,"Panola County","05000US48365",11568.0
2011,"Parker County, TX","05000US48367",11521.0
2010,"Parker County, TX","05000US48367",11565.0
2014,"Parker County, TX","05000US48367",11441.0
2012,"Parker County, TX","05000US48367",11682.0
2013,"Parker County, TX","05000US48367",11314.0
2013,"Parmer County","05000US48369",8623.0
2014,"Parmer County","05000US48369",9786.0
2011,"Parmer County","05000US48369",9561.0
2010,"Parmer County","05000US48369",13095.0
2012,"Parmer County","05000US48369",9972.0
2014,"Pecos County","05000US48371",10814.0
2011,"Pecos County","05000US48371",9854.0
2012,"Pecos County","05000US48371",9980.0
2010,"Pecos County","05000US48371",9574.0
2013,"Pecos County","05000US48371",11455.0
2012,"Polk County","05000US48373",9763.0
2011,"Polk County","05000US48373",9692.0
2010,"Polk County","05000US48373",9488.0
2013,"Polk County","05000US48373",9568.0
2014,"Polk County","05000US48373",9613.0
2013,"Potter County, TX","05000US48375",10325.0
2012,"Potter County, TX","05000US48375",10864.0
2011,"Potter County, TX","05000US48375",10607.0
2014,"Potter County, TX","05000US48375",10706.0
2010,"Potter County, TX","05000US48375",10340.0
2011,"Presidio County","05000US48377",6090.0
2012,"Presidio County","05000US48377",6164.0
2010,"Presidio County","05000US48377",5832.0
2014,"Presidio County","05000US48377",5397.0
2013,"Presidio County","05000US48377",5758.0
2014,"Rains County","05000US48379",11485.0
2012,"Rains County","05000US48379",10204.0
2010,"Rains County","05000US48379",10256.0
2013,"Rains County","05000US48379",10212.0
2011,"Rains County","05000US48379",10618.0
2014,"Randall County, TX","05000US48381",10022.0
2012,"Randall County, TX","05000US48381",10354.0
2011,"Randall County, TX","05000US48381",10576.0
2010,"Randall County, TX","05000US48381",10123.0
2013,"Randall County, TX","05000US48381",9802.0
2013,"Reagan County","05000US48383",9385.0
2010,"Reagan County","05000US48383",11218.0
2014,"Reagan County","05000US48383",7071.0
2011,"Reagan County","05000US48383",9117.0
2012,"Reagan County","05000US48383",9016.0
2014,"Real County","05000US48385",10800.0
2010,"Real County","05000US48385",8922.0
2011,"Real County","05000US48385",8271.0
2013,"Real County","05000US48385",9222.0
2012,"Real County","05000US48385",7964.0
2013,"Red River County","05000US48387",11605.0
2012,"Red River County","05000US48387",12758.0
2014,"Red River County","05000US48387",12344.0
2011,"Red River County","05000US48387",12285.0
2010,"Red River County","05000US48387",13095.0
2014,"Reeves County","05000US48389",10358.0
2013,"Reeves County","05000US48389",10437.0
2012,"Reeves County","05000US48389",10813.0
2010,"Reeves County","05000US48389",8812.0
2011,"Reeves County","05000US48389",9530.0
2013,"Refugio County","05000US48391",11211.0
2010,"Refugio County","05000US48391",11002.0
2014,"Refugio County","05000US48391",11687.0
2012,"Refugio County","05000US48391",10973.0
2011,"Refugio County","05000US48391",11955.0
2013,"Roberts County","05000US48393",7668.0
2010,"Roberts County","05000US48393",8386.0
2012,"Roberts County","05000US48393",8320.0
2014,"Roberts County","05000US48393",5816.0
2011,"Roberts County","05000US48393",8535.0
2012,"Robertson County","05000US48395",10559.0
2013,"Robertson County","05000US48395",10787.0
2010,"Robertson County","05000US48395",10720.0
2014,"Robertson County","05000US48395",9956.0
2011,"Robertson County","05000US48395",9983.0
2012,"Rockwall County","05000US48397",11163.0
2013,"Rockwall County","05000US48397",10765.0
2011,"Rockwall County","05000US48397",11206.0
2014,"Rockwall County","05000US48397",10587.0
2010,"Rockwall County","05000US48397",11378.0
2013,"Runnels County","05000US48399",10696.0
2010,"Runnels County","05000US48399",10902.0
2012,"Runnels County","05000US48399",10500.0
2014,"Runnels County","05000US48399",10979.0
2011,"Runnels County","05000US48399",10911.0
2012,"Rusk County","05000US48401",11829.0
2011,"Rusk County","05000US48401",11829.0
2014,"Rusk County","05000US48401",12058.0
2010,"Rusk County","05000US48401",12455.0
2013,"Rusk County","05000US48401",11512.0
2013,"Sabine County","05000US48403",11602.0
2012,"Sabine County","05000US48403",11293.0
2010,"Sabine County","05000US48403",10521.0
2014,"Sabine County","05000US48403",11515.0
2011,"Sabine County","05000US48403",11270.0
2013,"San Augustine County","05000US48405",10650.0
2014,"San Augustine County","05000US48405",11377.0
2011,"San Augustine County","05000US48405",10310.0
2012,"San Augustine County","05000US48405",10521.0
2010,"San Augustine County","05000US48405",10712.0
2010,"San Jacinto County","05000US48407",13306.0
2012,"San Jacinto County","05000US48407",13312.0
2013,"San Jacinto County","05000US48407",13291.0
2014,"San Jacinto County","05000US48407",13221.0
2011,"San Jacinto County","05000US48407",13146.0
2014,"San Patricio County","05000US48409",11503.0
2013,"San Patricio County","05000US48409",11402.0
2012,"San Patricio County","05000US48409",12415.0
2011,"San Patricio County","05000US48409",12111.0
2010,"San Patricio County","05000US48409",12849.0
2010,"San Saba County","05000US48411",9570.0
2014,"San Saba County","05000US48411",8286.0
2011,"San Saba County","05000US48411",10697.0
2013,"San Saba County","05000US48411",8960.0
2012,"San Saba County","05000US48411",8787.0
2012,"Schleicher County","05000US48413",10496.0
2011,"Schleicher County","05000US48413",9807.0
2013,"Schleicher County","05000US48413",10821.0
2014,"Schleicher County","05000US48413",10179.0
2010,"Schleicher County","05000US48413",14101.0
2014,"Scurry County","05000US48415",10598.0
2012,"Scurry County","05000US48415",11020.0
2013,"Scurry County","05000US48415",9990.0
2010,"Scurry County","05000US48415",10991.0
2011,"Scurry County","05000US48415",11127.0
2013,"Shackelford County","05000US48417",10436.0
2014,"Shackelford County","05000US48417",10919.0
2010,"Shackelford County","05000US48417",11439.0
2011,"Shackelford County","05000US48417",11352.0
2012,"Shackelford County","05000US48417",11171.0
2014,"Shelby County","05000US48419",10752.0
2012,"Shelby County","05000US48419",11466.0
2013,"Shelby County","05000US48419",11414.0
2011,"Shelby County","05000US48419",11060.0
2010,"Shelby County","05000US48419",11773.0
2014,"Sherman County","05000US48421",9378.0
2011,"Sherman County","05000US48421",10548.0
2013,"Sherman County","05000US48421",10358.0
2012,"Sherman County","05000US48421",10556.0
2010,"Sherman County","05000US48421",9200.0
2012,"Smith County, TX","05000US48423",10929.0
2014,"Smith County, TX","05000US48423",11633.0
2010,"Smith County, TX","05000US48423",11351.0
2013,"Smith County, TX","05000US48423",11539.0
2011,"Smith County, TX","05000US48423",11599.0
2012,"Somervell County","05000US48425",11610.0
2013,"Somervell County","05000US48425",11933.0
2014,"Somervell County","05000US48425",10809.0
2010,"Somervell County","05000US48425",9974.0
2011,"Somervell County","05000US48425",10883.0
2014,"Starr County","05000US48427",13588.0
2013,"Starr County","05000US48427",13068.0
2010,"Starr County","05000US48427",14777.0
2012,"Starr County","05000US48427",12574.0
2011,"Starr County","05000US48427",13385.0
2012,"Stephens County","05000US48429",11153.0
2011,"Stephens County","05000US48429",10752.0
2010,"Stephens County","05000US48429",12024.0
2014,"Stephens County","05000US48429",12602.0
2013,"Stephens County","05000US48429",10651.0
2014,"Sterling County","05000US48431",9328.0
2012,"Sterling County","05000US48431",8469.0
2010,"Sterling County","05000US48431",10767.0
2011,"Sterling County","05000US48431",9904.0
2013,"Sterling County","05000US48431",9913.0
2012,"Stonewall County","05000US48433",13882.0
2014,"Stonewall County","05000US48433",13071.0
2011,"Stonewall County","05000US48433",12168.0
2013,"Stonewall County","05000US48433",12645.0
2010,"Stonewall County","05000US48433",12950.0
2014,"Sutton County","05000US48435",8370.0
2013,"Sutton County","05000US48435",9095.0
2012,"Sutton County","05000US48435",9629.0
2011,"Sutton County","05000US48435",11020.0
2010,"Sutton County","05000US48435",13279.0
2012,"Swisher County","05000US48437",9576.0
2013,"Swisher County","05000US48437",9599.0
2010,"Swisher County","05000US48437",10394.0
2014,"Swisher County","05000US48437",11470.0
2011,"Swisher County","05000US48437",10280.0
2010,"Tarrant County, TX","05000US48439",11668.0
2011,"Tarrant County, TX","05000US48439",11750.0
2012,"Tarrant County, TX","05000US48439",11894.0
2014,"Tarrant County, TX","05000US48439",11733.0
2013,"Tarrant County, TX","05000US48439",11483.0
2011,"Taylor County, TX","05000US48441",9800.0
2013,"Taylor County, TX","05000US48441",10062.0
2014,"Taylor County, TX","05000US48441",10263.0
2010,"Taylor County, TX","05000US48441",9819.0
2012,"Taylor County, TX","05000US48441",10069.0
2010,"Terrell County","05000US48443",7941.0
2013,"Terrell County","05000US48443",9351.0
2014,"Terrell County","05000US48443",7484.0
2011,"Terrell County","05000US48443",9171.0
2012,"Terrell County","05000US48443",11237.0
2010,"Terry County","05000US48445",12528.0
2013,"Terry County","05000US48445",12675.0
2011,"Terry County","05000US48445",12290.0
2012,"Terry County","05000US48445",11419.0
2014,"Terry County","05000US48445",12765.0
2010,"Throckmorton County","05000US48447",12178.0
2012,"Throckmorton County","05000US48447",13910.0
2013,"Throckmorton County","05000US48447",13204.0
2011,"Throckmorton County","05000US48447",11508.0
2014,"Throckmorton County","05000US48447",12240.0
2014,"Titus County","05000US48449",11058.0
2012,"Titus County","05000US48449",11796.0
2013,"Titus County","05000US48449",11446.0
2010,"Titus County","05000US48449",11885.0
2011,"Titus County","05000US48449",12393.0
2013,"Tom Green County, TX","05000US48451",9170.0
2014,"Tom Green County, TX","05000US48451",9637.0
2011,"Tom Green County, TX","05000US48451",9705.0
2010,"Tom Green County, TX","05000US48451",9558.0
2012,"Tom Green County, TX","05000US48451",9409.0
2012,"Travis County, TX","05000US48453",10199.0
2014,"Travis County, TX","05000US48453",10040.0
2011,"Travis County, TX","05000US48453",10169.0
2010,"Travis County, TX","05000US48453",10079.0
2013,"Travis County, TX","05000US48453",10060.0
2014,"Trinity County","05000US48455",11352.0
2012,"Trinity County","05000US48455",11893.0
2011,"Trinity County","05000US48455",12824.0
2010,"Trinity County","05000US48455",12338.0
2013,"Trinity County","05000US48455",11865.0
2014,"Tyler County","05000US48457",10592.0
2013,"Tyler County","05000US48457",11510.0
2012,"Tyler County","05000US48457",11473.0
2011,"Tyler County","05000US48457",11516.0
2010,"Tyler County","05000US48457",11643.0
2010,"Upshur County","05000US48459",11724.0
2014,"Upshur County","05000US48459",11413.0
2012,"Upshur County","05000US48459",11636.0
2013,"Upshur County","05000US48459",11362.0
2011,"Upshur County","05000US48459",12146.0
2012,"Upton County","05000US48461",12388.0
2010,"Upton County","05000US48461",11374.0
2014,"Upton County","05000US48461",7983.0
2011,"Upton County","05000US48461",10148.0
2013,"Upton County","05000US48461",10311.0
2013,"Uvalde County","05000US48463",10980.0
2012,"Uvalde County","05000US48463",10352.0
2010,"Uvalde County","05000US48463",10101.0
2014,"Uvalde County","05000US48463",9584.0
2011,"Uvalde County","05000US48463",9909.0
2014,"Val Verde County","05000US48465",8172.0
2011,"Val Verde County","05000US48465",8861.0
2012,"Val Verde County","05000US48465",9007.0
2010,"Val Verde County","05000US48465",9526.0
2013,"Val Verde County","05000US48465",8566.0
2012,"Van Zandt County","05000US48467",10524.0
2011,"Van Zandt County","05000US48467",10953.0
2014,"Van Zandt County","05000US48467",11185.0
2013,"Van Zandt County","05000US48467",10541.0
2010,"Van Zandt County","05000US48467",11036.0
2013,"Victoria County","05000US48469",10043.0
2010,"Victoria County","05000US48469",10903.0
2014,"Victoria County","05000US48469",10617.0
2011,"Victoria County","05000US48469",11080.0
2012,"Victoria County","05000US48469",10789.0
2010,"Walker County","05000US48471",11284.0
2011,"Walker County","05000US48471",11524.0
2012,"Walker County","05000US48471",10975.0
2013,"Walker County","05000US48471",11528.0
2014,"Walker County","05000US48471",11084.0
2010,"Waller County","05000US48473",11369.0
2011,"Waller County","05000US48473",11493.0
2014,"Waller County","05000US48473",10081.0
2012,"Waller County","05000US48473",10508.0
2013,"Waller County","05000US48473",12135.0
2011,"Ward County","05000US48475",10536.0
2013,"Ward County","05000US48475",9605.0
2010,"Ward County","05000US48475",9667.0
2012,"Ward County","05000US48475",10297.0
2014,"Ward County","05000US48475",9078.0
2014,"Washington County","05000US48477",8606.0
2010,"Washington County","05000US48477",7704.0
2012,"Washington County","05000US48477",8020.0
2011,"Washington County","05000US48477",8237.0
2013,"Washington County","05000US48477",8216.0
2012,"Webb County, TX","05000US48479",11519.0
2014,"Webb County, TX","05000US48479",11549.0
2011,"Webb County, TX","05000US48479",11757.0
2013,"Webb County, TX","05000US48479",11346.0
2010,"Webb County, TX","05000US48479",12045.0
2010,"Wharton County","05000US48481",11214.0
2013,"Wharton County","05000US48481",10954.0
2012,"Wharton County","05000US48481",10590.0
2011,"Wharton County","05000US48481",10671.0
2014,"Wharton County","05000US48481",11274.0
2012,"Wheeler County","05000US48483",11691.0
2014,"Wheeler County","05000US48483",12135.0
2013,"Wheeler County","05000US48483",12575.0
2011,"Wheeler County","05000US48483",12047.0
2010,"Wheeler County","05000US48483",12493.0
2013,"Wichita County, TX","05000US48485",10704.0
2012,"Wichita County, TX","05000US48485",10623.0
2010,"Wichita County, TX","05000US48485",10523.0
2011,"Wichita County, TX","05000US48485",10799.0
2014,"Wichita County, TX","05000US48485",11035.0
2013,"Wilbarger County","05000US48487",10983.0
2012,"Wilbarger County","05000US48487",11283.0
2014,"Wilbarger County","05000US48487",10680.0
2010,"Wilbarger County","05000US48487",10822.0
2011,"Wilbarger County","05000US48487",10795.0
2013,"Willacy County","05000US48489",12526.0
2011,"Willacy County","05000US48489",12844.0
2010,"Willacy County","05000US48489",13730.0
2014,"Willacy County","05000US48489",12175.0
2012,"Willacy County","05000US48489",12214.0
2010,"Williamson County, TX","05000US48491",9917.0
2014,"Williamson County, TX","05000US48491",9977.0
2012,"Williamson County, TX","05000US48491",11201.0
2011,"Williamson County, TX","05000US48491",9980.0
2013,"Williamson County, TX","05000US48491",9870.0
2013,"Wilson County","05000US48493",10025.0
2010,"Wilson County","05000US48493",10002.0
2012,"Wilson County","05000US48493",9736.0
2014,"Wilson County","05000US48493",10044.0
2011,"Wilson County","05000US48493",10178.0
2012,"Winkler County","05000US48495",10803.0
2014,"Winkler County","05000US48495",10325.0
2011,"Winkler County","05000US48495",10729.0
2010,"Winkler County","05000US48495",10310.0
2013,"Winkler County","05000US48495",10525.0
2014,"Wise County","05000US48497",12881.0
2010,"Wise County","05000US48497",11439.0
2011,"Wise County","05000US48497",12196.0
2013,"Wise County","05000US48497",11981.0
2012,"Wise County","05000US48497",12185.0
2011,"Wood County","05000US48499",11165.0
2012,"Wood County","05000US48499",11320.0
2010,"Wood County","05000US48499",10989.0
2013,"Wood County","05000US48499",11237.0
2014,"Wood County","05000US48499",11316.0
2014,"Yoakum County","05000US48501",11217.0
2011,"Yoakum County","05000US48501",10790.0
2013,"Yoakum County","05000US48501",11084.0
2010,"Yoakum County","05000US48501",10867.0
2012,"Yoakum County","05000US48501",10972.0
2013,"Young County","05000US48503",11928.0
2010,"Young County","05000US48503",12825.0
2014,"Young County","05000US48503",12500.0
2012,"Young County","05000US48503",12148.0
2011,"Young County","05000US48503",12528.0
2011,"Zapata County","05000US48505",12804.0
2010,"Zapata County","05000US48505",15659.0
2012,"Zapata County","05000US48505",11650.0
2014,"Zapata County","05000US48505",11922.0
2013,"Zapata County","05000US48505",11607.0
2011,"Zavala County","05000US48507",10020.0
2012,"Zavala County","05000US48507",11416.0
2014,"Zavala County","05000US48507",10866.0
2010,"Zavala County","05000US48507",11172.0
2013,"Zavala County","05000US48507",11429.0
